kind,code,SuperClassCode,currency,definition,fdacode,fdaterm,imdrfcode,imdrfterm,inclusion,preferred,pronunciation,report,termlevel
layer3,E34-e0067,E34-e0062,Y,生体に対する侵襲あるいは侵襲に対する生体反応の結果、重要臓器の血流が維持できなくなり、細胞の代謝障害や臓器障害が起こり、生命の危機にいたる急性の症候群。（出血性、心原性、アナフィラキシーショックは除く）,1703,"Shock, Anaphylactic",E2336,,,ショック,しょっく,report,L2
layer2,E34-e0068,E34_PatientProblem,Y,,,,,,,炎症症状,えんしょうしょうじょう,not report,L1
layer3,E34-e0069,E34-e0068,Y,生体が何らかの有害な刺激を受けた時に免疫応答が働き、それによって生体に出現した症候のこと。発赤、疼痛、熱感を除く,1932,Inflammation,E2326,,,炎症,えんしょう,report,L2
layer2,E34-e0070,E34_PatientProblem,Y,,,,,,,患者訴え（愁訴）,かんじゃうったえ（しゅうそ）,not report,L1
layer3,E34-e0071,E34-e0070,N,胃の中の物をもどしそうな感じ,2144,Vomiting,E1020,,吐気,嘔気,はきけ,report,L2
layer3,E34-e0072,E34-e0070,Y,急な発熱により起こる、ぞくぞくとした寒け,2191,Chills,E2304,,,悪寒,おかん,report,L2
layer3,E34-e0073,E34-e0070,Y,心臓の拍動が自分で感じられる状態のこと,2467,Palpitations,E2402,,,動悸,どうき,report,L2
layer3,E34-e0074,E34-e0070,Y,患者訴え（愁訴）による皮膚の痒み,1943,Itching,E1708,,痒感,痒み,ようかん,report,L2
layer3,E34-e0149,E34-e0070,Y,吐き気、嘔気ともいい、今にも嘔吐しそうな不快な感覚のこと,,,E1020,,嘔気,悪心,おうき,report,L2
layer2,E34-e0075,E34_PatientProblem,Y,,,,,,,感染症状,かんせんしょうじょう,not report,L1
layer3,E34-e0076,E34-e0075,Y,微生物が、体内に侵入・定着した状態,1930,Infection,E1906,,感染症,感染,かんせんしょう,report,L2
layer3,E34-e0077,E34-e0075,Y,体温が正常値を超えて上昇すること,1858,Fever,E230101,,高熱,発熱,こうねつ,report,L2
layer3,E34-e0078,E34-e0075,Y,血液の中を検出可能な量の細菌が流れている状態のこと。(敗血症を発症している場合は、敗血症を選択すること),1930,Infection,E2205,,,菌血症,きんけつしょう,report,L2
layer3,E34-e0079,E34-e0075,Y,感染によって全身に炎症が及んだもの。感染による全身炎症反応症候群,2067,Sepsis,E0306,,,敗血症,はいけつしょう,report,L2
layer2,E34-e0080,E34_PatientProblem,Y,,,,,,,機能性障害,きのうせいしょうがい,not report,L1
layer3,E34-e0081,E34-e0080,Y,血管など管腔状のものが、圧迫や詰まりなどによって塞がった状態のこと,2422,Obstruction,E2328,,,閉塞,へいそく,report,L2
layer3,E34-e0082,E34-e0080,Y,胸腔内で気体が肺を圧迫し、肺が外気を取り込めなくなった状態のこと,2012,Pneumothorax,E0734,,,気胸,ききょう,report,L2
layer3,E34-e0083,E34-e0080,Y,血管など管腔状のものが、圧迫や組織、析出物などによって狭まった状態のこと。心臓弁の狭窄の場合は、弁が硬くなって動きが悪くなることにより、弁口が狭くなった状態のこと,2263,Stenosis,E2337,,,狭窄,きょうさく,report,L2
layer3,E34-e0084,E34-e0080,Y,急性心膜炎や心臓の外傷などによって、心臓とその外側の心膜の間の心膜腔に心嚢液や血液がたまり、心臓の拡張をさまたげている状態のこと,2226,Cardiac Tamponade,E0605,,心嚢水貯留,心タンポナーデ,しんのうすいちょりゅう,report,L2
layer3,E34-e0085,E34-e0080,Y,脳血管からの出血により発生する脳の機能的、器質的障害,1770,Cerebrovascular Accident,E013301,,出血性脳卒中,出血性脳血管障害,しゅっけつせいのうそっちゅう,report,L2
layer3,E34-e0086,E34-e0080,Y,脳血管の血流が阻害されることにより発生する脳の機能的、器質的障害,1770,Cerebrovascular Accident,E013302,,虚血性脳卒中,虚血性脳血管障害,きょけつせいのうそっちゅう,report,L2
layer3,E34-e0087,E34-e0080,Y,脳の機能的、器質的障害のうち、出血性あるいは虚血性のどちらかが特定できないもの,1770,Cerebrovascular Accident,E0133,,脳卒中,脳血管障害,のうそっちゅう,report,L2
layer3,E34-e0088,E34-e0080,Y,呼吸する という生理的運動に際して、苦しさや努力感などの自覚症状を有する状態,2484,Respiratory failure,E0717,,起座呼吸,呼吸困難,きざこきゅう,report,L2
layer3,E34-e0089,E34-e0080,Y,通常のその人の正常血圧値から大きく血圧が下がること,1914,Hypoteision,E2321,,,血圧低下,けつあつていか,report,L2
layer3,E34-e0090,E34-e0080,Y,通常のその人の正常血圧値から大きく血圧が上がること,1908,Hypertension,E2320,,,血圧上昇,けつあつじょうしょう,report,L2
layer2,E34-e0091,E34_PatientProblem,Y,,,,,,,組織・器官損傷,そしき・きかんそんしょう,not report,L1
layer3,E34-e0092,E34-e0091,Y,層構造をしている血管で、真ん中の層の膜（中膜）に、なんらかのきっかけによって血流が入り込んでしまい、層構造が別々に剥がる状態のこと,1333,Intimal Dissection,E0515,,ダイセクション,血管解離,だいせくしょん,report,L2
layer3,E34-e0093,E34-e0091,Y,血管から血液の全成分が出ることを指す,1841,Exsanguination,E0506,,失血,出血,しっけつ,report,L2
layer3,E34-e0094,E34-e0091,Y,心臓に穿孔をもたらすこと,2513,Cardiac Perforation,E0604,,,心穿孔,しんせんこう,report,L2
layer3,E34-e0095,E34-e0091,Y,何らかの作用によって血管、組織等に穴があくこと,2135,"Vessels, Perforation Of",E2114,,穿通,穿孔,せんつう,report,L2
layer3,E34-e0096,E34-e0091,Y,血管、組織等が傷つくこと,2348,Injury,E2014,,外傷,損傷,がいしょう,report,L2
layer3,E34-e0097,E34-e0091,Y,内部からの圧力作用や外部からの作用によって管状、袋状の組織が割れて裂けること,2502,Dehiscence of organ,E2013,,,破裂,はれつ,report,L2
layer2,E34-e0098,E34_PatientProblem,Y,,,,,,,組織異常,そしきいじょう,not report,L1
layer3,E34-e0099,E34-e0098,Y,使用中及び使用後に血小板数の減少が認められる,1779,Coagulopathy,E030202,,,血小板減少,けっしょうばんげんしょう,report,L2
layer2,E34-e0100,E34_PatientProblem,Y,,,,,,,その他の事象,そのたのじしょう,not report,L1
layer3,E34-e0101,E34-e0100,Y,心筋(心臓の筋肉で横紋筋)へ酸素と栄養を運んでいる冠状動脈に血栓(血のかたまり)が詰まり(閉塞し)、血液がいき渡らなくなり、心筋の細胞が死亡(壊死)した状態,1969,Myocardial Infarction,E061202,,,急性心筋梗塞,きゅうせいしんきんこうそく,report,L2
layer3,E34-e0102,E34-e0100,Y,心臓の筋肉（心筋）に酸素を供給している冠動脈の異常（動脈硬化、攣縮など）による一過性の心筋の虚血がおこった状態。(不安定狭心症を発症している場合は、不安定狭心症を選択すること),1710,Angina,E061201,,労作性狭心症,狭心症,ろうさせいきょうしんしょう,report,L2
layer3,E34-e0103,E34-e0100,Y,症状が最近3週間以内に発症した場合や発作が増悪している狭心症,1710,Angina,E061201,,,不安定狭心症,ふあんていきょうしんしょう,report,L2
layer3,E34-e0104,E34-e0100,Y,血管内に空気が入ることで血液の一部が固まり、血流を阻害すること,1830,Embolus,E050301,,空気塞栓症,空気塞栓,くうきそくせんしょう,report,L2
layer3,E34-e0105,E34-e0100,Y,出血によって組織内に血液貯留が形成された状態のこと,1884,Hematoma,E0505,,血腫形成,血腫,けっしゅけいせい,report,L2
layer3,E34-e0106,E34-e0100,Y,血管内で血液が凝固してかたまり（血栓）ができた状態。,2100,Thrombosis,E0514,,凝血,血栓症,ぎょうけつ,report,L2
layer3,E34-e0107,E34-e0100,N,亜急性に血管内で血液が凝固してかたまり（血栓）ができた状態。（＝亜急性冠閉塞）※亜急性：疾患によって亜急性と呼ぶ期間はさまざまであるが、おおむね数週間から数カ月のうちに症状が悪化し重篤な事態となる疾患の進行速度を表す,-,,,,,亜急性血栓症,あきゅうせいけっせんしょう,report,L2
layer3,E34-e0108,E34-e0100,Y,冠状動脈の狭窄、閉塞に由来する心臓の筋肉に血液が十分に行き渡らなくなる状態,2493,Ischemic Heart Disease,E0612,,,心筋虚血,しんきんきょけつ,report,L2
layer3,E34-e0109,E34-e0100,Y,血管やリンパ管の中に、遊離した血栓や外部から入った脂肪・空気・寄生虫卵・細菌などの異物が詰まり、流れを止めるために生じる循環障害のこと,1829,Embolism,E0503,,肺血栓塞栓症,塞栓症,はいけっせんそくせんしょう,report,L2
layer3,E34-e0110,E34-e0100,Y,あらゆる種類のヒトの外部組織または内部組織（皮膚、歯、粘膜、または身体組織などを含むが、これらに限定されない）の、外部の組織層のみに及ぶ浸食または破壊を指す。組織がインプラントデバイスを取り囲む場合、組織破壊が生じてインプラント材の移動および喪失に至り、更に感染や膿瘍などの合併症が生じる場合もある,-,-,E2006,,,びらん,びらん,report,L2
layer3,E34-e0111,E34-e0100,Y,医療機器の一部が切れたり、医療機器そのものが体内で脱落するなどして、一時的でも体内に残ってしまうこと,3165,Device Fragments in Patient,E2008,,残存,体内遺残,ざんぞん,report,L2
layer3,E34-e0112,E34-e0100,Y,動脈から静脈へ直接血流が流れ込む病態のこと,-,-,E2314,,,動静脈瘻,どうじょうみゃくろう,report,L2
layer3,E34-e0113,E34-e0100,Y,動脈が限局性にこぶ状に拡張したもの(冠動脈瘤を除く),-,-,E0501,,,動脈瘤,どうみゃくりゅう,report,L2
layer3,E34-e0114,E34-e0100,Y,血圧が正常範囲を超えて低く維持されている状態のこと,1914,Hypotension,E2321,,,低血圧,ていけつあつ,report,L2
layer3,E34-e0115,E34-e0100,Y,血液が固まること,1779,Coagulopathy,E2402,,,血液凝固,けつえきぎょうこ,report,L2
layer3,E34-e0116,E34-e0100,Y,動脈血量の減少による局所の貧血のこと,1942,Ischemia,E0509,,,虚血,きょけつ,report,L2
layer3,E34-e0117,E34-e0100,Y,過剰な量の体液が、細胞、組織、または体腔の内部およびその周辺に集積すること。薬効により作用することがある（薬剤溶出ステント）,1822,"Edema, macular",E2338,,腹水症,浮腫,ふくすいしょう,report,L2
layer3,E34-e0118,E34-e0100,Y,静脈の炎症（発赤、腫れ、痛み、熱感）のことで、感染、外傷、刺激などが原因で起こる,2004,Phlebitis,E0512,,血栓性静脈炎,静脈炎,けっせんせいじょうみゃくえん,report,L2
layer3,E34-e0119,E34-e0100,Y,滲出液が胸腔に貯留した状態,2010,Pleural Effusion,E0731,,水胸,胸水,すいきょう,report,L2
layer3,E34-e0120,E34-e0100,Y,肺血管の血圧が高くなること,-,-,E0737,,肺高血圧症,肺高血圧,はいこうけつあつしょう,report,L2
layer3,E34-e0121,E34-e0100,Y,胸腔内に血液が貯留した状態,1896,Hemothorax,E0722,,,血胸,けっきょう,report,L2
layer3,E34-e0123,E34-e0100,Y,血圧が正常範囲を超えて高く維持されている状態のこと,1908,Hypertension,E2320,,,高血圧,こうけつあつ,report,L2
layer2,E34-e0122,E34_PatientProblem,N,,,,,,,その他の事象（二次）,そのたのじしょう（にじ）,not report,L1
layer3,E34-e0124,E34-e0122,N,胸腔内に異常に多量の液体が貯留した状態,2010,,,,水胸,胸水貯留,すいきょう,report,L2
layer2,E34-e0125,E34_PatientProblem,Y,,,,,,,反射症状,はんしゃしょうじょう,not report,L1
layer3,E34-e0126,E34-e0125,Y,痙攣性の収縮のことで、攣縮によって冠動脈が収縮して内腔が急に狭くなったり、完全に詰まることがある,2363,Dyskinesia,E0516,,,攣縮,れんしゅく,report,L2
layer3,E34-e0127,E34-e0125,Y,激しい不随意収縮または一連の随意筋の収縮のこと。発作のこと,2222,"Convulsion, Clonic",E0109,,,痙攣,けいれん,report,L2
layer3,E34-e0128,E34-e0125,Y,筋の不随意的な異常収縮。痛みを伴う場合、有痛性単収縮とよばれる。血管の場合、心臓に栄養を送っている冠状動脈がけいれん＝攣縮（スパズム）を起こして細くなってしまうこと,1966,Muscle Spasm(s),E0516,,,スパズム,すぱずむ,report,L2
layer2,E34-e0129,E34_PatientProblem,Y,,,,,,,不整脈,ふせいみゃく,not report,L1
layer3,E34-e0130,E34-e0129,Y,不整脈のため、脳へ十分な血液を供給できず、一過性の脳貧血症状を起こして失神すること,-,-,E2402,,,アダムス・ストークス症候群（発作）,あだむす・すとーくすしょうこうぐん（ほっさ）,report,L2
layer3,E34-e0131,E34-e0129,Y,心拍が不規則であったり、速すぎたり（頻脈）、遅すぎたり（徐脈）、心臓を伝わる電気刺激が異常な伝導経路をとることで生じるなど心拍リズムの異常のうち、上室性かつ徐脈性のもの,-,-,E0601,,,上室性不整脈（徐脈性）,じょうしつせいふせいみゃく（じょみゃくせい）,report,L2
layer3,E34-e0132,E34-e0129,Y,心拍が不規則であったり、速すぎたり（頻脈）、遅すぎたり（徐脈）、心臓を伝わる電気刺激が異常な伝導経路をとることで生じるなど心拍リズムの異常のうち、上室性かつ頻脈性のもの,-,-,E0601,,,上室性不整脈（頻脈性）,じょうしつせいふせいみゃく（ひんみゃくせい）,report,L2
layer3,E34-e0133,E34-e0129,Y,心室が不規則に震えるように痙攣（けいれん）する状態のこと,2130,心室細動,E060110,,,心室細動,しんしつさいどう,report,L2
layer3,E34-e0134,E34-e0129,Y,心拍が不規則であったり、速すぎたり（頻脈）、遅すぎたり（徐脈）、心臓を伝わる電気刺激が異常な伝導経路をとることで生じるなど心拍リズムの異常のうち、心室性のもの（心室細動を除く）,1721,不整脈,E0601,,,心室性不整脈,しんしつせいふせいみゃく,report,L2
layer3,E34-e0135,E34-e0129,Y,不整脈のうち、心室細動、心室性不整脈及び上室性不整脈のいずれかに特定されないもの,-,-,E0601,,頻脈,その他不整脈,ひんみゃく,report,L2
layer1,E34_Component,E34,,,,,,,,,,,
layer2,E34-g0136,E34_Component,Y,,,,G04062,,,ガイドワイヤー,がいどわいやー,report,L1
layer2,E34-g0137,E34_Component,Y,,,,G02004,,,ドライブシャフト,どらいぶしゃふと,report,L1
layer2,E34-g0138,E34_Component,Y,,,,G04034,,,中継コネクタ,ちゅうけいこねくた,report,L1
layer2,E34-g0139,E34_Component,Y,,,,G04034,,,ユニットコネクタ,ゆにっとこねくた,report,L1
layer2,E34-g0140,E34_Component,Y,,,,G04112,,,金属シャフト,きんぞくしゃふと,report,L1
layer2,E34-g0141,E34_Component,Y,,,,G06005,,,手元外管,てもとがいかん,report,L1
layer2,E34-g0142,E34_Component,Y,,,,G04023,,,手元内管,てもとないかん,report,L1
